,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1065,1423105,5559,70MZ34-SG,,0,,0,0.01,100,EQ,NSE,NSE
1066,1289217,5036,70RJ31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1067,1366017,5336,70TN31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1068,1425409,5568,70TS36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1069,570113,2227,70TS51-SG,,0,,0,0.01,100,EQ,NSE,NSE
1070,1290241,5040,70UK31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1071,5654529,22088,70UP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1072,1339137,5231,70WB31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1073,5145345,20099,710GJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1074,5673985,22164,710UK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1075,5653249,22083,710UP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1076,5145601,20100,711AS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1077,5672193,22157,711CG30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1078,696577,2721,711GJ31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1079,5130497,20041,711HP28-SG,,0,,0,0.01,100,EQ,NSE,NSE
1080,5130241,20040,711HP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1081,5622529,21963,711MP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1082,5637121,22020,711MZ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1083,5675265,22169,711UK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1084,1290497,5041,712AP35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1085,1225985,4789,712AP37-SG,,0,,0,0.01,100,EQ,NSE,NSE
1086,5318401,20775,712HR40-SG,,0,,0,0.01,100,EQ,NSE,NSE
1087,5623297,21966,712MP35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1088,1280769,5003,712MZ34-SG,,0,,0,0.01,100,EQ,NSE,NSE
1089,1418753,5542,712WB51-SG,,0,,0,0.01,100,EQ,NSE,NSE
1090,1220097,4766,713AP36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1091,1253633,4897,713KL46-SG,,0,,0,0.01,100,EQ,NSE,NSE
1092,684289,2673,713RJ31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1093,1246465,4869,713RJ41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1094,5124865,20019,714AP34-SG,,0,,0,0.01,100,EQ,NSE,NSE
1095,1291265,5044,714AP36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1096,1339905,5234,714AP37-SG,,0,,0,0.01,100,EQ,NSE,NSE
1097,1340417,5236,714AP41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1098,5124097,20016,714BR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1099,5290753,20667,714GA30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1100,702209,2743,714HR31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1101,5687809,22218,714KA29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1102,5689601,22225,714KA29A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1103,5616897,21941,714MH29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1104,5650945,22074,714RJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1105,5671425,22154,714SK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1106,1340673,5237,714TS41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1107,5656321,22095,714UP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1108,5317633,20772,715AP31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1109,5317889,20773,715AP32-SG,,0,,0,0.01,100,EQ,NSE,NSE
1110,5355265,20919,715AP36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1111,1281025,5004,715AP37-SG,,0,,0,0.01,100,EQ,NSE,NSE
1112,5259777,20546,715GA30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1113,116993,457,715JK32-SG,,0,,0,0.01,100,EQ,NSE,NSE
1114,5645825,22054,715RJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1115,651521,2545,715RJ31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1116,702465,2744,715RJ31A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1117,5662721,22120,715TN27-SG,,0,,0,0.01,100,EQ,NSE,NSE
1118,5670401,22150,715WB35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1119,702977,2746,716GA31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1120,1800961,7035,716GS2023-GS,,0,,0,0.01,1,EQ,NSE,NSE
1121,4751617,18561,716GS2050-GS,,0,,0,0.01,1,EQ,NSE,NSE
1122,5336321,20845,716KA30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1123,5609985,21914,716KL30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1124,705537,2756,716ML31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1125,5655041,22090,716UP29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1126,706305,2759,716UP31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1127,652289,2548,717AS31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1128,5687297,22216,717BR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1129,5689089,22223,717BR30A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1130,5672961,22160,717CG30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1131,5686785,22214,717GJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1132,5688833,22222,717GJ30A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1133,1845249,7208,717GS2028-GS,,0,,0,0.01,1,EQ,NSE,NSE
1134,5336577,20846,717HP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1135,5199361,20310,717HR29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1136,5337345,20849,717HR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1137,5266689,20573,717KA29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1138,5355009,20918,717KA30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1139,653057,2551,717ML31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1140,5625857,21976,717MP29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1141,5625089,21973,717MP35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1142,5686273,22212,717PN30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1143,5688321,22220,717PN30A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1144,5643265,22044,717RJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1145,5663489,22123,717TN29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1146,5667841,22140,717TR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1147,1303041,5090,717TS41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1148,5674753,22167,717UK29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1149,685057,2676,717UP31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1150,5199105,20309,718AP28-SG,,0,,0,0.01,100,EQ,NSE,NSE
1151,5125121,20020,718AP33-SG,,0,,0,0.01,100,EQ,NSE,NSE
1152,5199617,20311,718AS29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1153,5157377,20146,718AS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1154,5147905,20109,718BR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1155,5673217,22161,718CG27-SG,,0,,0,0.01,100,EQ,NSE,NSE
1156,5673729,22163,718CG30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1157,5298177,20696,718GJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1158,5147649,20108,718HP32-SG,,0,,0,0.01,100,EQ,NSE,NSE
1159,616193,2407,718HR41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1160,5609473,21912,718KL29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1161,685825,2679,718MN31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1162,5624833,21972,718MP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1163,5647361,22060,718RJ29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1164,5650433,22072,718RJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1165,686337,2681,718SK31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1166,1254401,4900,718TS51-SG,,0,,0,0.01,100,EQ,NSE,NSE
1167,5686529,22213,718UP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1168,5688577,22221,718UP30A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1169,5668865,22144,718WB35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1170,5157633,20147,719AP34-SG,,0,,0,0.01,100,EQ,NSE,NSE
1171,1281281,5005,719AP38-SG,,0,,0,0.01,100,EQ,NSE,NSE
1172,4729345,18474,719GS2060-GS,,0,,0,0.01,1,EQ,NSE,NSE
1173,5365505,20959,719JK29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1174,708609,2768,719KA39-SG,,0,,0,0.01,100,EQ,NSE,NSE
1175,709377,2771,719KA40-SG,,0,,0,0.01,100,EQ,NSE,NSE
1176,1402625,5479,719KL51-SG,,0,,0,0.01,100,EQ,NSE,NSE
1177,1253121,4895,719ML41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1178,5623553,21967,719MP40-SG,,0,,0,0.01,100,EQ,NSE,NSE
1179,610305,2384,719SK31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1180,5664001,22125,719TN30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1181,5660161,22110,719TN35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1182,5655553,22092,719UP29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1183,653313,2552,719UP31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1184,5669889,22148,719WB29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1185,707073,2762,719WB36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1186,120065,469,71AP37-SG,,0,,0,0.01,100,EQ,NSE,NSE
1187,5124609,20018,71JK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1188,1252865,4894,71JK33-SG,,0,,0,0.01,100,EQ,NSE,NSE
1189,1367553,5342,71JK33A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1190,80129,313,71MH32-SG,,0,,0,0.01,100,EQ,NSE,NSE
1191,1339393,5232,71MH36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1192,5670657,22151,71WB30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1193,5252609,20518,720AR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1194,5211649,20358,720AS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1195,5634561,22010,720ML30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1196,5635841,22015,720MZ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1197,5267201,20575,721AP31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1198,5626113,21977,721MP34-SG,,0,,0,0.01,100,EQ,NSE,NSE
1199,5638145,22024,721PY28-SG,,0,,0,0.01,100,EQ,NSE,NSE
1200,5667585,22139,721TR29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1201,5639937,22031,722AP28-SG,,0,,0,0.01,100,EQ,NSE,NSE
1202,5639681,22030,722AP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1203,5687041,22215,722AP31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1204,5640193,22032,722AP31A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1205,613121,2395,722AP37-SG,,0,,0,0.01,100,EQ,NSE,NSE
1206,5354241,20915,722AS29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1207,5337601,20850,722AS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1208,5354497,20916,722GA29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1209,613889,2398,722KA38-SG,,0,,0,0.01,100,EQ,NSE,NSE
1210,659969,2578,722KA38A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1211,5604609,21893,722PN32-SG,,0,,0,0.01,100,EQ,NSE,NSE
1212,617729,2413,722RJ41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1213,5654785,22089,722UP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1214,5557761,21710,723KA28-SG,,0,,0,0.01,100,EQ,NSE,NSE
1215,654593,2557,723PN31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1216,5669633,22147,723WB30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1217,617985,2414,723WB41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1218,5540865,21644,724AP33-SG,,0,,0,0.01,100,EQ,NSE,NSE
1219,5541121,21645,724AP35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1220,5354753,20917,724AS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1221,611585,2389,724AS31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1222,5419265,21169,724GJ29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1223,5252865,20519,724HR29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1224,656129,2563,724JK36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1225,688897,2691,724KA37-SG,,0,,0,0.01,100,EQ,NSE,NSE
1226,689409,2693,724KA38-SG,,0,,0,0.01,100,EQ,NSE,NSE
1227,655361,2560,724RJ36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1228,1303297,5091,724TN51-SG,,0,,0,0.01,100,EQ,NSE,NSE
1229,1291521,5045,724TS51-SG,,0,,0,0.01,100,EQ,NSE,NSE
1230,5560577,21721,725PN25-SG,,0,,0,0.01,100,EQ,NSE,NSE
1231,5664513,22127,725TN27-SG,,0,,0,0.01,100,EQ,NSE,NSE
1232,5685761,22210,725TS28-SG,,0,,0,0.01,100,EQ,NSE,NSE
1233,660737,2581,725TS41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1234,680193,2657,725WB41-SG,,0,,0,0.01,100,EQ,NSE,NSE
1235,5384705,21034,726AS29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1236,5384193,21032,726GJ29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1237,2054913,8027,726GS2029-GS,,0,,0,0.01,1,EQ,NSE,NSE
1238,5682177,22196,726JH27-SG,,0,,0,0.01,100,EQ,NSE,NSE
1239,5652993,22082,726UP29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1240,5669377,22146,726WB34-SG,,0,,0,0.01,100,EQ,NSE,NSE
1241,5516801,21550,727AS29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1242,2441473,9537,727GS2026-GS,,0,,0,0.01,1,EQ,NSE,NSE
1243,5617153,21942,727MH30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1244,686849,2683,727MZ33-SG,,0,,0,0.01,100,EQ,NSE,NSE
1245,5640705,22034,727RJ29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1246,5648385,22064,727RJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1247,5430785,21214,728GJ29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1248,688129,2688,728JH36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1249,5541377,21646,728JK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1250,5608449,21908,728KL30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1251,5671681,22155,728SK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1252,5657089,22098,728UP29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1253,5540609,21643,729AP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1254,5540353,21642,729BR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1255,5687553,22217,729GA29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1256,5689345,22224,729GA29A-SG,,0,,0,0.01,100,EQ,NSE,NSE
1257,656897,2566,729KA36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1258,659201,2575,729KA37-SG,,0,,0,0.01,100,EQ,NSE,NSE
1259,679937,2656,729KA39-SG,,0,,0,0.01,100,EQ,NSE,NSE
1260,5635329,22013,729ML29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1261,5626881,21980,729MP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1262,5619201,21950,729MP35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1263,5631489,21998,729NL29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1264,688641,2690,729TR36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1265,5675777,22171,729UK29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1266,5657345,22099,729UP29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1267,5671169,22153,729WB29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1268,5266945,20574,72AP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1269,5365761,20960,72AS29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1270,610817,2386,72GA31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1271,5336065,20844,72HP35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1272,612097,2391,72JH35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1273,5199873,20312,72JK29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1274,5124353,20017,72KA31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1275,1254145,4899,72KL56-SG,,0,,0,0.01,100,EQ,NSE,NSE
1276,5634817,22011,72ML29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1277,5636609,22018,72MZ29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1278,5630977,21996,72NL29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1279,661505,2584,72RJ46-SG,,0,,0,0.01,100,EQ,NSE,NSE
1280,5663745,22124,72TN31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1281,680705,2659,72TS51-SG,,0,,0,0.01,100,EQ,NSE,NSE
1282,611073,2387,72UP31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1283,5668353,22142,72WB30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1284,5430529,21213,730AS29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1285,5542657,21651,730JK29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1286,5604865,21894,730PN31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1287,5670913,22152,730WB29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1288,5684737,22206,731TS60-SG,,0,,0,0.01,100,EQ,NSE,NSE
1289,5668097,22141,731WB34-SG,,0,,0,0.01,100,EQ,NSE,NSE
1290,2118145,8274,732GS2024-GS,,0,,0,0.01,1,EQ,NSE,NSE
1291,5661441,22115,733TN54-SG,,0,,0,0.01,100,EQ,NSE,NSE
1292,612865,2394,734TR36-SG,,0,,0,0.01,100,EQ,NSE,NSE
1293,5673473,22162,735CG30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1294,1775617,6936,735GS2024-GS,,0,,0,0.01,1,EQ,NSE,NSE
1295,614401,2400,735KA39-SG,,0,,0,0.01,100,EQ,NSE,NSE
1296,615425,2404,735KA40-SG,,0,,0,0.01,100,EQ,NSE,NSE
1297,5627393,21982,735MP29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1298,5639169,22028,735PY30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1299,5685249,22208,735TS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1300,5683713,22202,735UK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1301,5677313,22177,735WB30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1302,1846785,7214,737GS2023-GS,,0,,0,0.01,1,EQ,NSE,NSE
1303,5682433,22197,737JH31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1304,5683969,22203,739TS59-SG,,0,,0,0.01,100,EQ,NSE,NSE
1305,5389057,21051,73HP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1306,5559553,21717,73PN34-SG,,0,,0,0.01,100,EQ,NSE,NSE
1307,5648897,22066,73RJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1308,5655297,22091,73UP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1309,5686017,22211,743TS54-SG,,0,,0,0.01,100,EQ,NSE,NSE
1310,5190913,20277,745GJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1311,5641217,22036,745RJ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1312,5674241,22165,745UK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1313,1759745,6874,74GS2035-GS,,0,,0,0.01,1,EQ,NSE,NSE
1314,5191169,20278,750AS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1315,5175809,20218,750GA30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1316,5636097,22016,750MZ30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1317,5659393,22107,750TN29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1318,5680385,22189,750TS28-SG,,0,,0,0.01,100,EQ,NSE,NSE
1319,2571777,10046,757GS2033-GS,,0,,0,0.01,1,EQ,NSE,NSE
1320,5672449,22158,759CG30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1321,1827585,7139,759GS2026-GS,,0,,0,0.01,1,EQ,NSE,NSE
1322,1825281,7130,759GS2029-GS,,0,,0,0.01,1,EQ,NSE,NSE
1323,1759489,6873,75GS2034-GS,,0,,0,0.01,1,EQ,NSE,NSE
1324,5667073,22137,75TR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1325,1828353,7142,761GS2030-GS,,0,,0,0.01,1,EQ,NSE,NSE
1326,2441729,9538,762GS2039-GS,,0,,0,0.01,1,EQ,NSE,NSE
1327,2536193,9907,763GS2059-GS,,0,,0,0.01,1,EQ,NSE,NSE
1328,5265921,20570,764AR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1329,5266177,20571,764GA30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1330,5680129,22188,765TS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1331,5654017,22086,765UP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1332,1822977,7121,768GS2023-GS,,0,,0,0.01,1,EQ,NSE,NSE
1333,2531329,9888,769GS2043-GS,,0,,0,0.01,1,EQ,NSE,NSE
1334,5615105,21934,76MH30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1335,1823489,7123,772GS2025-GS,,0,,0,0.01,1,EQ,NSE,NSE
1336,2458625,9604,772GS2049-GS,,0,,0,0.01,1,EQ,NSE,NSE
1337,1826817,7136,772GS2055-GS,,0,,0,0.01,1,EQ,NSE,NSE
1338,5388545,21049,773GJ29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1339,1824513,7127,773GS2034-GS,,0,,0,0.01,1,EQ,NSE,NSE
1340,5658625,22104,775TN30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1341,5614849,21933,778MH29-SG,,0,,0,0.01,100,EQ,NSE,NSE
1342,5388801,21050,780AP33-SG,,0,,0,0.01,100,EQ,NSE,NSE
1343,5176065,20219,780HR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1344,5366785,20964,780KA30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1345,5616641,21940,783MH30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1346,5683457,22201,785UK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1347,5388033,21047,788GA30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1348,1823233,7122,788GS2030-GS,,0,,0,0.01,1,EQ,NSE,NSE
1349,5648641,22065,788RJ32-SG,,0,,0,0.01,100,EQ,NSE,NSE
1350,5647617,22061,790RJ26-SG,,0,,0,0.01,100,EQ,NSE,NSE
1351,5607425,21904,791KL30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1352,5367041,20965,793KA31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1353,5653505,22084,793UP30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1354,1749761,6835,795GS2032-GS,,0,,0,0.01,1,EQ,NSE,NSE
1355,5387777,21046,795JK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1356,5366017,20961,798AP31-SG,,0,,0,0.01,100,EQ,NSE,NSE
1357,5684481,22205,799TS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1358,5684225,22204,799TS35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1359,5676801,22175,799WB35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1360,1764865,6894,808GS2022-GS,,0,,0,0.01,1,EQ,NSE,NSE
1361,5630721,21995,80NL30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1362,5682945,22199,810JH32-SG,,0,,0,0.01,100,EQ,NSE,NSE
1363,5607681,21905,810KL32-SG,,0,,0,0.01,100,EQ,NSE,NSE
1364,1766401,6900,813GS2022-GS,,0,,0,0.01,1,EQ,NSE,NSE
1365,1823745,7124,813GS2045-GS,,0,,0,0.01,1,EQ,NSE,NSE
1366,1796353,7017,815GS2022A-GS,,0,,0,0.01,1,EQ,NSE,NSE
1367,1821185,7114,815GS2026-GS,,0,,0,0.01,1,EQ,NSE,NSE
1368,5678337,22181,815JK30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1369,1821441,7115,817GS2044-GS,,0,,0,0.01,1,EQ,NSE,NSE
1370,1762305,6884,824GS2027-GS,,0,,0,0.01,1,EQ,NSE,NSE
1371,1819137,7106,824GS2033-GS,,0,,0,0.01,1,EQ,NSE,NSE
1372,1765889,6898,826GS2027-GS,,0,,0,0.01,1,EQ,NSE,NSE
1373,1771777,6921,828GS2027-GS,,0,,0,0.01,1,EQ,NSE,NSE
1374,1762561,6885,828GS2032-GS,,0,,0,0.01,1,EQ,NSE,NSE
1375,1760001,6875,82GS2022-GS,,0,,0,0.01,1,EQ,NSE,NSE
1376,1798145,7024,82GS2025-GS,,0,,0,0.01,1,EQ,NSE,NSE
1377,5647873,22062,831RJ27-SG,,0,,0,0.01,100,EQ,NSE,NSE
1378,1766145,6899,832GS2032-GS,,0,,0,0.01,1,EQ,NSE,NSE
1379,1796865,7019,833GS2026-GS,,0,,0,0.01,1,EQ,NSE,NSE
1380,1772033,6922,833GS2032-GS,,0,,0,0.01,1,EQ,NSE,NSE
1381,1762049,6883,833GS2036-GS,,0,,0,0.01,1,EQ,NSE,NSE
1382,1749505,6834,835GS2022-GS,,0,,0,0.01,1,EQ,NSE,NSE
1383,1787137,6981,83GS2040-GS,,0,,0,0.01,1,EQ,NSE,NSE
1384,1800705,7034,83GS2042-GS,,0,,0,0.01,1,EQ,NSE,NSE
1385,1816833,7097,84GS2024-GS,,0,,0,0.01,1,EQ,NSE,NSE
1386,1814529,7088,86GS2028-GS,,0,,0,0.01,1,EQ,NSE,NSE
1387,1791745,6999,879GS2021-GS,,0,,0,0.01,1,EQ,NSE,NSE
1388,1802753,7042,883GS2023-GS,,0,,0,0.01,1,EQ,NSE,NSE
1389,1795329,7013,883GS2041-GS,,0,,0,0.01,1,EQ,NSE,NSE
1390,5607937,21906,896KL35-SG,,0,,0,0.01,100,EQ,NSE,NSE
1391,1794817,7011,897GS2030-GS,,0,,0,0.01,1,EQ,NSE,NSE
1392,5366529,20963,8AR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1393,5388289,21048,8AS30-SG,,0,,0,0.01,100,EQ,NSE,NSE
1394,5383937,21031,8HR30-SG,,0,,0,0.01,100,EQ,NSE,NSE
